Path,Class,Keyterms
'../Image Data/Monuments/train/charminar/(162).jpg','charminar',"['mosque', 'hyderabad', 'monument', 'architecture', 'landmark']"
'../Image Data/Monuments/train/Ajanta Caves/(24).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(73).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(65).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(32).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(49).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(9).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(28).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(90).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(69).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(86).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(45).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(12).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(53).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(5).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(52).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(4).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(13).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(44).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(68).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(87).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(91).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(29).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(8).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(48).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(33).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(64).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(72).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(25).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(79).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(96).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(80).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(38).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(43).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(14).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(3).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(55).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(22).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(75).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(63).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(34).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(18).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(59).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(58).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(19).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(35).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(62).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(74).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(23).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(2).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(54).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(15).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(42).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(39).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(81).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(78).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(57).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(1).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(16).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(41).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(82).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(94).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(36).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(61).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(77).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(20).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(21).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(76).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(60).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(37).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(95).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(83).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(40).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(17).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(56).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(30).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(88).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(67).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(71).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(26).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(7).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(51).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(10).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(47).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(84).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(92).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(93).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(85).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(46).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(11).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(6).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(50).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(27).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(70).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(89).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(66).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/Ajanta Caves/(31).jpg','Ajanta Caves',"['cave', 'maharashtra', 'unesco', 'sculpture', 'architecture']"
'../Image Data/Monuments/train/tanjavur temple/63.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/77.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/76.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/62.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/74.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/60.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/48.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/49.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/61.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/75.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/59.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/71.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/65.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/64.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/70.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/58.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/8.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/66.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/72.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/73.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/67.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/9.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/14.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/28.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/29.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/15.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/17.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/16.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/12.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/13.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/39.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/11.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/10.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/38.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/21.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/35.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/34.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/20.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/36.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/22.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/23.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/37.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/33.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/27.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/26.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/32.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/18.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/24.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/30.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/31.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/25.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/19.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/42.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/4.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/56.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/80.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/5.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/57.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/43.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/55.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/7.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/41.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/69.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/68.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/40.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/54.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/6.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/78.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/2.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/50.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/44.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/45.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/3.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/51.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/79.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/47.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/53.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/1.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/52.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/tanjavur temple/46.jpg','tanjavur temple',"['temple', 'tamil nadu', 'architecture', 'chola', 'unesco']"
'../Image Data/Monuments/train/hawa mahal pics/m (5).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (51).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (47).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (10).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (67).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (30).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (26).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (71).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (9).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (8).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (70).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (27).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (31).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (66).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (11).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (46).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (50).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
'../Image Data/Monuments/train/hawa mahal pics/m (4).jpg','hawa mahal pics',"['architecture', 'jaipur', 'rajasthan', 'pink city', 'palace']"
