Class,Term,Data
Humayun_s Tomb,delhi,"Synonyms: Delhi, Old_Delhi"
Humayun_s Tomb,mughal,No information available in WordNet.
Humayun_s Tomb,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
Humayun_s Tomb,unesco,"Synonyms: United_Nations_Educational_Scientific_and_Cultural_Organization, UNESCO; Hypernyms: United_Nations_agency"
mysore_palace,palace,"Synonyms: palace, castle; Hypernyms: mansion; Examples: the palace issued an order binding on all subjects; Synonyms: palace; Hypernyms: government; Synonyms: palace; Hypernyms: exhibition_hall; Synonyms: palace; Hypernyms: residence; Hyponyms: alcazar"
mysore_palace,mysore,"Synonyms: Mysore; Synonyms: Karnataka, Mysore"
mysore_palace,karnataka,"Synonyms: Karnataka, Mysore"
mysore_palace,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
mysore_palace,royalty,"Examples: he received royalties on his book; Synonyms: royalty; Hypernyms: payment; Examples: the wedding was attended by royalty; Synonyms: royalty, royal_family, royal_line, royal_house; Hypernyms: house; Hyponyms: Habsburg, Hanover, Hohenzollern, Lancaster, Plantagenet, Romanov, Saxe-Coburg-Gotha, Stuart, York"
India_gate,war memorial,No information available in WordNet.
India_gate,delhi,"Synonyms: Delhi, Old_Delhi"
India_gate,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
India_gate,india,"Synonyms: India, Republic_of_India, Bharat"
India_gate,history,"Examples: a critical time in the school's history; Synonyms: history; Hypernyms: past; Examples: a history of France, he gave an inaccurate account of the plot to kill the president, the story of exposure to lead; Synonyms: history, account, chronicle, story; Hypernyms: record; Hyponyms: ancient_history, annals, biography, case_history, etymology, historical_document, recital; Examples: he teaches Medieval history, history takes the long view; Synonyms: history; Hypernyms: humanistic_discipline; Examples: all of human history; Synonyms: history; Hypernyms: continuum; Examples: the dawn of recorded history, from the beginning of history; Synonyms: history; Hypernyms: cognition"
odissi,dance,"Synonyms: dance; Hypernyms: art; Hyponyms: choreography, extension; Synonyms: dance; Hypernyms: party; Hyponyms: ball; Synonyms: dancing, dance, terpsichore, saltation; Hypernyms: diversion, performing_arts; Hyponyms: adagio, break_dancing, courante, mambo, nautch, pas_de_deux, pas_de_quatre, pas_de_trois, pas_seul, pavane, phrase, ritual_dancing, saraband, skank, slam_dancing, social_dancing, stage_dancing, step_dancing, toe_dancing; Synonyms: dance; Hypernyms: party; Hyponyms: ball, barn_dance, hop, rave; Examples: The young girl danced into the room; Synonyms: dance; Hypernyms: move; Hyponyms: capriole, chasse, glissade; Examples: My husband and I like to dance at home to the radio; Synonyms: dance, trip_the_light_fantastic, trip_the_light_fantastic_toe; Hypernyms: move; Hyponyms: belly_dance, boogie, bop, break_dance, bump, cakewalk, cha-cha, Charleston, clog, conga, contradance, disco, folk_dance, foxtrot, grind, heel, hoof, jig, jitterbug, jive, kick, mambo, one-step, polka, quickstep, rhumba, samba, shag, shimmy, skank, slam_dance, square_dance, tango, tap_dance, tapdance, twist, two-step, waltz; Examples: Dancing flames, The children danced with joy; Synonyms: dance; Hypernyms: move"
odissi,odisha,No information available in WordNet.
odissi,classical,"Synonyms: classical_music, classical, serious_music; Hypernyms: music_genre; Hyponyms: cantata, chamber_music, concerto, fugue, opera, rondo, sonata; Examples: classic Cinese pottery; Synonyms: classical, classic; Examples: the definitive work on Greece, classical methods of navigation; Synonyms: authoritative, classical, classic, definitive; Examples:  a classical scholar; Synonyms: classical; Synonyms: classical; Examples: classical mythology; Synonyms: classical, classic, Greco-Roman, Graeco-Roman, Hellenic"
odissi,performance,"Examples: they listened to ten different performances, the play ran for 100 performances, the frequent performances of the symphony testify to its popularity; Synonyms: performance, public_presentation; Hypernyms: show; Hyponyms: act, benefit, concert, pianism, play_reading, premiere, recital, rendition, song_and_dance, spectacular, theatrical_performance, world_premiere; Examples: we congratulated him on his performance at the rehearsal, an inspired performance of Mozart's C minor concerto; Synonyms: performance; Hypernyms: presentation; Hyponyms: dramatic_production, encore, extemporization, juggle, magic_trick, musical_performance, one-night_stand, program, rendition, swan_song; Examples: they criticised his performance as mayor, experience generally improves performance; Synonyms: performance, execution, carrying_out, carrying_into_action; Hypernyms: action; Hyponyms: linguistic_performance, mechanism, officiation, specific_performance; Examples: they admired his performance under stress, when Roger Maris powered four home runs in one game his performance merits awe; Synonyms: performance; Hypernyms: accomplishment; Hyponyms: overachievement, underachievement; Examples: the power of its engine determines its operation, the plane's operation in high winds, they compared the cooking performance of each oven, the jet's performance conformed to high standards; Synonyms: operation, functioning, performance; Hypernyms: process"
odissi,tradition,"Synonyms: tradition; Hypernyms: content; Synonyms: custom, tradition; Hypernyms: practice; Hyponyms: habit, Hadith, institution"
Charar-E- Sharif,mosque,Synonyms: mosque; Hypernyms: place_of_worship
Charar-E- Sharif,kashmir,"Synonyms: Kashmir, Cashmere, Jammu_and_Kashmir"
Charar-E- Sharif,sufi,Synonyms: Sufi; Hypernyms: Muslim; Synonyms: Sufi
Charar-E- Sharif,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
Charar-E- Sharif,history,"Examples: a critical time in the school's history; Synonyms: history; Hypernyms: past; Examples: a history of France, he gave an inaccurate account of the plot to kill the president, the story of exposure to lead; Synonyms: history, account, chronicle, story; Hypernyms: record; Hyponyms: ancient_history, annals, biography, case_history, etymology, historical_document, recital; Examples: he teaches Medieval history, history takes the long view; Synonyms: history; Hypernyms: humanistic_discipline; Examples: all of human history; Synonyms: history; Hypernyms: continuum; Examples: the dawn of recorded history, from the beginning of history; Synonyms: history; Hypernyms: cognition"
tajmahal,mausoleum,Synonyms: mausoleum; Hypernyms: burial_chamber
tajmahal,agra,Synonyms: Agra
tajmahal,mughal,No information available in WordNet.
tajmahal,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
tajmahal,unesco,"Synonyms: United_Nations_Educational_Scientific_and_Cultural_Organization, UNESCO; Hypernyms: United_Nations_agency"
victoria memorial,memorial,"Synonyms: memorial, commemoration, remembrance; Hypernyms: recognition; Hyponyms: epitaph, festschrift; Synonyms: memorial; Hypernyms: message; Synonyms: memorial, monument; Hypernyms: structure; Hyponyms: brass, cenotaph, gravestone, megalith, national_monument, pantheon, Seven_Wonders_of_the_Ancient_World, triumphal_arch"
victoria memorial,kolkata,"Synonyms: Kolkata, Calcutta"
victoria memorial,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
victoria memorial,history,"Examples: a critical time in the school's history; Synonyms: history; Hypernyms: past; Examples: a history of France, he gave an inaccurate account of the plot to kill the president, the story of exposure to lead; Synonyms: history, account, chronicle, story; Hypernyms: record; Hyponyms: ancient_history, annals, biography, case_history, etymology, historical_document, recital; Examples: he teaches Medieval history, history takes the long view; Synonyms: history; Hypernyms: humanistic_discipline; Examples: all of human history; Synonyms: history; Hypernyms: continuum; Examples: the dawn of recorded history, from the beginning of history; Synonyms: history; Hypernyms: cognition"
victoria memorial,british,"Synonyms: British, British_people, Brits; Hypernyms: nation; Examples: his wife is British; Synonyms: British"
sattriya,dance,"Synonyms: dance; Hypernyms: art; Hyponyms: choreography, extension; Synonyms: dance; Hypernyms: party; Hyponyms: ball; Synonyms: dancing, dance, terpsichore, saltation; Hypernyms: diversion, performing_arts; Hyponyms: adagio, break_dancing, courante, mambo, nautch, pas_de_deux, pas_de_quatre, pas_de_trois, pas_seul, pavane, phrase, ritual_dancing, saraband, skank, slam_dancing, social_dancing, stage_dancing, step_dancing, toe_dancing; Synonyms: dance; Hypernyms: party; Hyponyms: ball, barn_dance, hop, rave; Examples: The young girl danced into the room; Synonyms: dance; Hypernyms: move; Hyponyms: capriole, chasse, glissade; Examples: My husband and I like to dance at home to the radio; Synonyms: dance, trip_the_light_fantastic, trip_the_light_fantastic_toe; Hypernyms: move; Hyponyms: belly_dance, boogie, bop, break_dance, bump, cakewalk, cha-cha, Charleston, clog, conga, contradance, disco, folk_dance, foxtrot, grind, heel, hoof, jig, jitterbug, jive, kick, mambo, one-step, polka, quickstep, rhumba, samba, shag, shimmy, skank, slam_dance, square_dance, tango, tap_dance, tapdance, twist, two-step, waltz; Examples: Dancing flames, The children danced with joy; Synonyms: dance; Hypernyms: move"
sattriya,assam,Synonyms: Assam
sattriya,classical,"Synonyms: classical_music, classical, serious_music; Hypernyms: music_genre; Hyponyms: cantata, chamber_music, concerto, fugue, opera, rondo, sonata; Examples: classic Cinese pottery; Synonyms: classical, classic; Examples: the definitive work on Greece, classical methods of navigation; Synonyms: authoritative, classical, classic, definitive; Examples:  a classical scholar; Synonyms: classical; Synonyms: classical; Examples: classical mythology; Synonyms: classical, classic, Greco-Roman, Graeco-Roman, Hellenic"
sattriya,performance,"Examples: they listened to ten different performances, the play ran for 100 performances, the frequent performances of the symphony testify to its popularity; Synonyms: performance, public_presentation; Hypernyms: show; Hyponyms: act, benefit, concert, pianism, play_reading, premiere, recital, rendition, song_and_dance, spectacular, theatrical_performance, world_premiere; Examples: we congratulated him on his performance at the rehearsal, an inspired performance of Mozart's C minor concerto; Synonyms: performance; Hypernyms: presentation; Hyponyms: dramatic_production, encore, extemporization, juggle, magic_trick, musical_performance, one-night_stand, program, rendition, swan_song; Examples: they criticised his performance as mayor, experience generally improves performance; Synonyms: performance, execution, carrying_out, carrying_into_action; Hypernyms: action; Hyponyms: linguistic_performance, mechanism, officiation, specific_performance; Examples: they admired his performance under stress, when Roger Maris powered four home runs in one game his performance merits awe; Synonyms: performance; Hypernyms: accomplishment; Hyponyms: overachievement, underachievement; Examples: the power of its engine determines its operation, the plane's operation in high winds, they compared the cooking performance of each oven, the jet's performance conformed to high standards; Synonyms: operation, functioning, performance; Hypernyms: process"
sattriya,tradition,"Synonyms: tradition; Hypernyms: content; Synonyms: custom, tradition; Hypernyms: practice; Hyponyms: habit, Hadith, institution"
mohiniyattam,dance,"Synonyms: dance; Hypernyms: art; Hyponyms: choreography, extension; Synonyms: dance; Hypernyms: party; Hyponyms: ball; Synonyms: dancing, dance, terpsichore, saltation; Hypernyms: diversion, performing_arts; Hyponyms: adagio, break_dancing, courante, mambo, nautch, pas_de_deux, pas_de_quatre, pas_de_trois, pas_seul, pavane, phrase, ritual_dancing, saraband, skank, slam_dancing, social_dancing, stage_dancing, step_dancing, toe_dancing; Synonyms: dance; Hypernyms: party; Hyponyms: ball, barn_dance, hop, rave; Examples: The young girl danced into the room; Synonyms: dance; Hypernyms: move; Hyponyms: capriole, chasse, glissade; Examples: My husband and I like to dance at home to the radio; Synonyms: dance, trip_the_light_fantastic, trip_the_light_fantastic_toe; Hypernyms: move; Hyponyms: belly_dance, boogie, bop, break_dance, bump, cakewalk, cha-cha, Charleston, clog, conga, contradance, disco, folk_dance, foxtrot, grind, heel, hoof, jig, jitterbug, jive, kick, mambo, one-step, polka, quickstep, rhumba, samba, shag, shimmy, skank, slam_dance, square_dance, tango, tap_dance, tapdance, twist, two-step, waltz; Examples: Dancing flames, The children danced with joy; Synonyms: dance; Hypernyms: move"
mohiniyattam,kerala,No information available in WordNet.
mohiniyattam,classical,"Synonyms: classical_music, classical, serious_music; Hypernyms: music_genre; Hyponyms: cantata, chamber_music, concerto, fugue, opera, rondo, sonata; Examples: classic Cinese pottery; Synonyms: classical, classic; Examples: the definitive work on Greece, classical methods of navigation; Synonyms: authoritative, classical, classic, definitive; Examples:  a classical scholar; Synonyms: classical; Synonyms: classical; Examples: classical mythology; Synonyms: classical, classic, Greco-Roman, Graeco-Roman, Hellenic"
mohiniyattam,performance,"Examples: they listened to ten different performances, the play ran for 100 performances, the frequent performances of the symphony testify to its popularity; Synonyms: performance, public_presentation; Hypernyms: show; Hyponyms: act, benefit, concert, pianism, play_reading, premiere, recital, rendition, song_and_dance, spectacular, theatrical_performance, world_premiere; Examples: we congratulated him on his performance at the rehearsal, an inspired performance of Mozart's C minor concerto; Synonyms: performance; Hypernyms: presentation; Hyponyms: dramatic_production, encore, extemporization, juggle, magic_trick, musical_performance, one-night_stand, program, rendition, swan_song; Examples: they criticised his performance as mayor, experience generally improves performance; Synonyms: performance, execution, carrying_out, carrying_into_action; Hypernyms: action; Hyponyms: linguistic_performance, mechanism, officiation, specific_performance; Examples: they admired his performance under stress, when Roger Maris powered four home runs in one game his performance merits awe; Synonyms: performance; Hypernyms: accomplishment; Hyponyms: overachievement, underachievement; Examples: the power of its engine determines its operation, the plane's operation in high winds, they compared the cooking performance of each oven, the jet's performance conformed to high standards; Synonyms: operation, functioning, performance; Hypernyms: process"
mohiniyattam,tradition,"Synonyms: tradition; Hypernyms: content; Synonyms: custom, tradition; Hypernyms: practice; Hyponyms: habit, Hadith, institution"
Ajanta Caves,cave,"Synonyms: cave; Hypernyms: geological_formation; Hyponyms: cavern, cove, grotto; Examples: The river was caving the banks; Synonyms: cave, undermine; Hypernyms: hollow; Hyponyms: sap; Synonyms: cave, spelunk; Hypernyms: explore"
Ajanta Caves,maharashtra,Synonyms: Maharashtra
Ajanta Caves,unesco,"Synonyms: United_Nations_Educational_Scientific_and_Cultural_Organization, UNESCO; Hypernyms: United_Nations_agency"
Ajanta Caves,sculpture,"Synonyms: sculpture; Hypernyms: plastic_art, solid_figure; Hyponyms: bronze, bust, carving, marble, mobile, mold, relief, stabile, statue; Synonyms: sculpture, carving; Hypernyms: art, fine_arts; Hyponyms: modeling; Examples: sculpt a swan out of a block of ice; Synonyms: sculpt, sculpture; Hypernyms: shape; Examples: She is sculpting the block of marble into an image of her husband; Synonyms: sculpt, sculpture, grave; Hypernyms: carve"
Ajanta Caves,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
kathak,dance,"Synonyms: dance; Hypernyms: art; Hyponyms: choreography, extension; Synonyms: dance; Hypernyms: party; Hyponyms: ball; Synonyms: dancing, dance, terpsichore, saltation; Hypernyms: diversion, performing_arts; Hyponyms: adagio, break_dancing, courante, mambo, nautch, pas_de_deux, pas_de_quatre, pas_de_trois, pas_seul, pavane, phrase, ritual_dancing, saraband, skank, slam_dancing, social_dancing, stage_dancing, step_dancing, toe_dancing; Synonyms: dance; Hypernyms: party; Hyponyms: ball, barn_dance, hop, rave; Examples: The young girl danced into the room; Synonyms: dance; Hypernyms: move; Hyponyms: capriole, chasse, glissade; Examples: My husband and I like to dance at home to the radio; Synonyms: dance, trip_the_light_fantastic, trip_the_light_fantastic_toe; Hypernyms: move; Hyponyms: belly_dance, boogie, bop, break_dance, bump, cakewalk, cha-cha, Charleston, clog, conga, contradance, disco, folk_dance, foxtrot, grind, heel, hoof, jig, jitterbug, jive, kick, mambo, one-step, polka, quickstep, rhumba, samba, shag, shimmy, skank, slam_dance, square_dance, tango, tap_dance, tapdance, twist, two-step, waltz; Examples: Dancing flames, The children danced with joy; Synonyms: dance; Hypernyms: move"
kathak,uttar pradesh,No information available in WordNet.
kathak,classical,"Synonyms: classical_music, classical, serious_music; Hypernyms: music_genre; Hyponyms: cantata, chamber_music, concerto, fugue, opera, rondo, sonata; Examples: classic Cinese pottery; Synonyms: classical, classic; Examples: the definitive work on Greece, classical methods of navigation; Synonyms: authoritative, classical, classic, definitive; Examples:  a classical scholar; Synonyms: classical; Synonyms: classical; Examples: classical mythology; Synonyms: classical, classic, Greco-Roman, Graeco-Roman, Hellenic"
kathak,performance,"Examples: they listened to ten different performances, the play ran for 100 performances, the frequent performances of the symphony testify to its popularity; Synonyms: performance, public_presentation; Hypernyms: show; Hyponyms: act, benefit, concert, pianism, play_reading, premiere, recital, rendition, song_and_dance, spectacular, theatrical_performance, world_premiere; Examples: we congratulated him on his performance at the rehearsal, an inspired performance of Mozart's C minor concerto; Synonyms: performance; Hypernyms: presentation; Hyponyms: dramatic_production, encore, extemporization, juggle, magic_trick, musical_performance, one-night_stand, program, rendition, swan_song; Examples: they criticised his performance as mayor, experience generally improves performance; Synonyms: performance, execution, carrying_out, carrying_into_action; Hypernyms: action; Hyponyms: linguistic_performance, mechanism, officiation, specific_performance; Examples: they admired his performance under stress, when Roger Maris powered four home runs in one game his performance merits awe; Synonyms: performance; Hypernyms: accomplishment; Hyponyms: overachievement, underachievement; Examples: the power of its engine determines its operation, the plane's operation in high winds, they compared the cooking performance of each oven, the jet's performance conformed to high standards; Synonyms: operation, functioning, performance; Hypernyms: process"
kathak,tradition,"Synonyms: tradition; Hypernyms: content; Synonyms: custom, tradition; Hypernyms: practice; Hyponyms: habit, Hadith, institution"
Mural,art,"Examples: an art exhibition, a fine collection of art; Synonyms: art, fine_art; Hypernyms: creation; Hyponyms: artificial_flower, commercial_art, cyberart, dance, decoupage, diptych, gem, genre, graphic_art, grotesque, kitsch, mosaic, plastic_art, triptych, work_of_art; Examples: art does not need to be innovative to be good, I was never any good at art, he said that architecture is the art of wasting space beautifully; Synonyms: art, artistic_creation, artistic_production; Hypernyms: creation; Hyponyms: arts_and_crafts, ceramics, decalcomania, decoupage, drawing, gastronomy, glyptography, origami, painting, perfumery, printmaking, sculpture, topiary; Examples: the art of conversation, it's quite an art; Synonyms: art, artistry, prowess; Hypernyms: superior_skill; Hyponyms: aviation, enology, eristic, falconry, fortification, homiletics, horology, minstrelsy, musicianship, puppetry, taxidermy, telescopy, ventriloquism; Examples: the publisher was responsible for all the artwork in the book; Synonyms: artwork, art, graphics, nontextual_matter; Hypernyms: visual_communication; Hyponyms: drawing, illustration"
Mural,painting,"Examples: a small painting by Picasso, he bought the painting as an investment, his pictures hang in the Louvre; Synonyms: painting, picture; Hypernyms: graphic_art; Hyponyms: abstraction, cityscape, daub, distemper, finger-painting, icon, landscape, miniature, monochrome, mural, nude, oil_painting, pentimento, sand_painting, seascape, semi-abstraction, still_life, tanka, trompe_l'oeil, watercolor; Examples: he studied painting and sculpture for many years; Synonyms: painting; Hypernyms: art, fine_arts; Hyponyms: distemper, fresco, impasto, oil_painting, watercolor; Examples: you can finish the job of painting faster with a roller than with a brush; Synonyms: painting; Hypernyms: application; Hyponyms: finger-painting, spatter, spray_painting; Examples: house painting was the only craft he knew; Synonyms: painting, house_painting; Hypernyms: trade; Examples: he painted all day in the garden, He painted a painting of the garden; Synonyms: paint; Hypernyms: create; Hyponyms: bodypaint, charge, distemper, finger-paint, fresco, shade, stipple, stipple, watercolour; Examples: We painted the rooms yellow; Synonyms: paint; Hypernyms: coat; Hyponyms: airbrush, grain, prime, repaint; Examples: He painted his mistress many times; Synonyms: paint; Hypernyms: represent; Hyponyms: repaint; Synonyms: paint; Hypernyms: cover"
Mural,wall,"Examples: the south wall had a small window, the walls were covered with pictures; Synonyms: wall; Hypernyms: partition; Hyponyms: attic, bearing_wall, cavity_wall, chimney_breast, firewall, gable, parapet, proscenium, sidewall, wainscoting; Examples: a wall of water, a wall of smoke, a wall of prejudice, negotiations ran into a brick wall; Synonyms: wall; Hypernyms: object; Hyponyms: footwall, hanging_wall; Examples: stomach walls; Synonyms: wall, paries; Hypernyms: stratum; Hyponyms: abdominal_wall; Examples: his back was to the wall, competition was pushing them to the wall; Synonyms: wall; Hypernyms: difficulty; Synonyms: wall; Hypernyms: geological_formation; Examples: the walls of the cylinder were perforated, the container's walls were blue; Synonyms: wall; Hypernyms: layer; Examples: the wall followed the road, he ducked behind the garden wall and waited; Synonyms: wall; Hypernyms: fence; Hyponyms: party_wall, retaining_wall; Examples: they stormed the ramparts of the city, they blew the trumpet and the walls came tumbling down; Synonyms: rampart, bulwark, wall; Hypernyms: embankment; Hyponyms: bailey, battlement, earthwork, fraise, merlon; Synonyms: wall, palisade, fence, fence_in, surround; Hypernyms: protect; Hyponyms: circumvallate, stockade"
Mural,mural,"Synonyms: mural, wall_painting; Hypernyms: painting; Hyponyms: fresco; Examples: mural painting; Synonyms: mural"
Mural,artist,"Synonyms: artist, creative_person; Hypernyms: creator; Hyponyms: classic, classicist, constructivist, decorator, draftsman, etcher, expressionist, illustrator, Indiana, maestro, minimalist, modernist, musician, painter, photographer, Pre-Raphaelite, printmaker, pyrographer, romanticist, sculptor, stylist, surrealist, symbolist"
qutub_minar,minaret,Synonyms: minaret; Hypernyms: tower
qutub_minar,delhi,"Synonyms: Delhi, Old_Delhi"
qutub_minar,monument,"Synonyms: memorial, monument; Hypernyms: structure; Hyponyms: brass, cenotaph, gravestone, megalith, national_monument, pantheon, Seven_Wonders_of_the_Ancient_World, triumphal_arch; Synonyms: monument; Hypernyms: site; Hyponyms: market_cross; Synonyms: repository, monument; Hypernyms: burial_chamber"
qutub_minar,history,"Examples: a critical time in the school's history; Synonyms: history; Hypernyms: past; Examples: a history of France, he gave an inaccurate account of the plot to kill the president, the story of exposure to lead; Synonyms: history, account, chronicle, story; Hypernyms: record; Hyponyms: ancient_history, annals, biography, case_history, etymology, historical_document, recital; Examples: he teaches Medieval history, history takes the long view; Synonyms: history; Hypernyms: humanistic_discipline; Examples: all of human history; Synonyms: history; Hypernyms: continuum; Examples: the dawn of recorded history, from the beginning of history; Synonyms: history; Hypernyms: cognition"
qutub_minar,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
India gate pics,war memorial,No information available in WordNet.
India gate pics,delhi,"Synonyms: Delhi, Old_Delhi"
India gate pics,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
India gate pics,india,"Synonyms: India, Republic_of_India, Bharat"
India gate pics,history,"Examples: a critical time in the school's history; Synonyms: history; Hypernyms: past; Examples: a history of France, he gave an inaccurate account of the plot to kill the president, the story of exposure to lead; Synonyms: history, account, chronicle, story; Hypernyms: record; Hyponyms: ancient_history, annals, biography, case_history, etymology, historical_document, recital; Examples: he teaches Medieval history, history takes the long view; Synonyms: history; Hypernyms: humanistic_discipline; Examples: all of human history; Synonyms: history; Hypernyms: continuum; Examples: the dawn of recorded history, from the beginning of history; Synonyms: history; Hypernyms: cognition"
jamali_kamali_tomb,tomb,"Examples: he put flowers on his mother's grave; Synonyms: grave, tomb; Hypernyms: topographic_point; Hyponyms: burial_chamber, mastaba"
jamali_kamali_tomb,delhi,"Synonyms: Delhi, Old_Delhi"
jamali_kamali_tomb,architecture,"Synonyms: architecture; Hypernyms: building; Examples: architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use; Synonyms: architecture; Hypernyms: discipline, fine_arts; Hyponyms: interior_design, landscape_architecture, urban_planning; Synonyms: architecture; Hypernyms: profession; Examples: the architecture of a computer's system software; Synonyms: computer_architecture, architecture; Hypernyms: structure; Hyponyms: complex_instruction_set_computing, reduced_instruction_set_computing"
jamali_kamali_tomb,history,"Examples: a critical time in the school's history; Synonyms: history; Hypernyms: past; Examples: a history of France, he gave an inaccurate account of the plot to kill the president, the story of exposure to lead; Synonyms: history, account, chronicle, story; Hypernyms: record; Hyponyms: ancient_history, annals, biography, case_history, etymology, historical_document, recital; Examples: he teaches Medieval history, history takes the long view; Synonyms: history; Hypernyms: humanistic_discipline; Examples: all of human history; Synonyms: history; Hypernyms: continuum; Examples: the dawn of recorded history, from the beginning of history; Synonyms: history; Hypernyms: cognition"
jamali_kamali_tomb,jamali kamali,No information available in WordNet.
